recipient_name,cleaned_names
MONTGOMERY COUNTY DEPARTMENT OF RECREATION,MONTGOMERY COUNTY DEPARTMENT OF RECREATION
JOHN F. KENNEDY CENTER FOR THE PERFORMING ARTS,JOHN F. KENNEDY CENTER FOR THE PERFORMING ARTS
SILVER SPRING TOWN CENTER,SILVER SPRING TOWN CENTER
BUMP 'N GRIND,BUMP 'N GRIND
RADPAC AMERICAN COLLEGE OF RADIOLOGY,RADPAC AMERICAN COLLEGE OF RADIOLOGY
FIOLA-DC,FIOLA-DC
MAXWELL,MAXWELL
MILKBAR,MILKBAR
"AYYAS, SHADI","AYYAS, SHADI"
CAROLINE SMITH,CAROLINE SMITH
PIEONEER PIZZA,PIEONEER PIZZA
DURWIN LAIRY,DURWIN LAIRY
WASHINGTON PLAZA,WASHINGTON PLAZA
RON CARSON,RON CARSON
DISTRICT PRALINE,DISTRICT PRALINE
JACOB VELLEMAN,JACOB VELLEMAN
AZAR'S PEMBROOKE,AZAR'S PEMBROOKE
DISTRICT OF COLUMBIA RECORDER OF DEEDS,DISTRICT OF COLUMBIA RECORDER OF DEEDS
NATIONAL MALL AND MEMORIAL PARKS,NATIONAL MALL AND MEMORIAL PARKS
CANOPY CENTRAL,CANOPY CENTRAL
UNIVERSAL EVENTS LLC,UNIVERSAL EVENTS LLC
VIRGINIA BEACH NAACP,VIRGINIA BEACH NAACP
THE DARCY HOTEL,THE DARCY HOTEL
NCTA - THE INTERNET AND TELEVISION ASSOCIATION PAC,NCTA - THE INTERNET AND TELEVISION ASSOCIATION PAC
DIETER PLUNTKE DECORATING INC,DIETER PLUNTKE DECORATING INC
MIRANDAS RESTAURANT,MIRANDAS RESTAURANT
"TRISTAN SHIELDS MEDIA, LLC","TRISTAN SHIELDS MEDIA, LLC"
AMICI DI ENZO,AMICI DI ENZO
DELI-ICIOUS,DELI-ICIOUS
KINGS KORNER CATERING,KINGS KORNER CATERING
COSTCO #1120,COSTCO #1120
HOGSHEAD CAFE,HOGSHEAD CAFE
BRUSTERS REAL ICE CREAM,BRUSTERS REAL ICE CREAM
KINLOCH GOLF,KINLOCH GOLF
AWFUL ARTHUR'S SEAFOOD,AWFUL ARTHUR'S SEAFOOD
THE PETRIZZO GROUP,THE PETRIZZO GROUP
"TWEMTY-FIRST CENTURY GROUP, INC.","TWEMTY-FIRST CENTURY GROUP, INC."
ROCKLANDS BARBRQUE,ROCKLANDS BARBRQUE
SENATE RESTAURANT - WASHINGTON,SENATE RESTAURANT - WASHINGTON
ROPEWALK HISTORIC TAVERNS,ROPEWALK HISTORIC TAVERNS
BELLACINO'S,BELLACINO'S
PAROLE LIQUORS,PAROLE LIQUORS
AMERICAN CONSERVATIVE UNION PAC (ACU-PAC,AMERICAN CONSERVATIVE UNION PAC (ACU-PAC
CHESAPEAKE BAY BEACH CLUB,CHESAPEAKE BAY BEACH CLUB
BRIO TUSCAN GRILLE,BRIO TUSCAN GRILLE
BT*URBANSTEMS WASHINGTON DC RE,BT*URBANSTEMS WASHINGTON DC RE
MAX'S ON BOARD,MAX'S ON BOARD
THE EH MURRAY GROUP,THE EH MURRAY GROUP
WASH LINE LLC,WASH LINE LLC
"LIBERTARIAN NATIONAL COMMITTEE, INC.","LIBERTARIAN NATIONAL COMMITTEE, INC."
CREMA & VINE LLC,CREMA & VINE LLC
SHIRLEY'S KITCHEN AND CATERING SERVICE,SHIRLEY'S KITCHEN AND CATERING SERVICE
RBG PILAFIAN PROPERTIES LLC,RBG PILAFIAN PROPERTIES LLC
REFRACTION INC,REFRACTION INC
PAGE BOND GALLERY,PAGE BOND GALLERY
INCA SOCIAL LLC,INCA SOCIAL LLC
DOLCE VITA,DOLCE VITA
TRATTORIA ALBERTO RESTAURANTE,TRATTORIA ALBERTO RESTAURANTE
LYON HALL LLC,LYON HALL LLC
DUBLIN LIBERTY CIRLE K,DUBLIN LIBERTY CIRLE K
JONATHAN G. WILLEN & ASSOCIATES INC.,JONATHAN G. WILLEN & ASSOCIATES INC.
ROBINSON FOOD SERVICE,ROBINSON FOOD SERVICE
ENCHANT CHRISTMAS,ENCHANT CHRISTMAS
GREAT AMERICAN RANCH,GREAT AMERICAN RANCH
BELLA SICILIA ITALIAN RESTAURANT,BELLA SICILIA ITALIAN RESTAURANT
CLEARWATER GRILL,CLEARWATER GRILL
MAGLIOS PIZZA,MAGLIOS PIZZA
TIM'S AT LAKE ANNA RESTAURANT AND CRABHOUSE,TIM'S AT LAKE ANNA RESTAURANT AND CRABHOUSE
VINNY'S ITALIAN PIZZERIA,VINNY'S ITALIAN PIZZERIA
YAMATO JAPANESE STEAK HOUSE,YAMATO JAPANESE STEAK HOUSE
COUNTY SEAT,COUNTY SEAT
LIL HAVANA CIGAR CLUB,LIL HAVANA CIGAR CLUB
DISTILLED SPIRITS COUNCIL OF THE U.S.,DISTILLED SPIRITS COUNCIL OF THE U.S.
RICHMOND CITY PUBLIC SCHOOLS,RICHMOND CITY PUBLIC SCHOOLS
MADISON AT THE MILL,MADISON AT THE MILL
CALL YOUR MOTHER,CALL YOUR MOTHER
NATIONAL MALL,NATIONAL MALL
OP 727,OP 727
PRESCRIPTION CHICKEN,PRESCRIPTION CHICKEN
VENDWATCH TELEMATICS,VENDWATCH TELEMATICS
UPS STORE,UPS STORE
THE PARTY STARTS HERE,THE PARTY STARTS HERE
MICHAEL SHAPS WINEWORKS,MICHAEL SHAPS WINEWORKS
SPOGLINA,SPOGLINA
THE INTERNET ASSOCIATION PAC,THE INTERNET ASSOCIATION PAC
WIN IN 2020,WIN IN 2020
"FORETHOUGHT ADVISORS, LLC","FORETHOUGHT ADVISORS, LLC"
RISTORANTE LA PERLA OF DC,RISTORANTE LA PERLA OF DC
THOMPSON WASHINGTON,THOMPSON WASHINGTON
THE BRASS TAP,THE BRASS TAP
ROCKLAND'S BARBEQUE AND GRILLING CO,ROCKLAND'S BARBEQUE AND GRILLING CO
GAYLORD NATIONAL HARBOR BANQUETS,GAYLORD NATIONAL HARBOR BANQUETS
CADILLAC RANCH NATIONAL HARBOR,CADILLAC RANCH NATIONAL HARBOR
EXTREME PIZZA,EXTREME PIZZA
MEXICUE,MEXICUE
DC WINERY LLC,DC WINERY LLC
THOMPSON BAR ROOM,THOMPSON BAR ROOM
CASA DE MONTECRISTO,CASA DE MONTECRISTO
ROOTS & STEM CATERING,ROOTS & STEM CATERING
ANNABELLE,ANNABELLE
CENTRAL MICHEL RICHARD HOME,CENTRAL MICHEL RICHARD HOME
SCHOONER WOODWIND,SCHOONER WOODWIND
STELLINA PIZZERIA,STELLINA PIZZERIA
NELLIE'S SPORTS BAR,NELLIE'S SPORTS BAR
MLK JR. COMMITTEE OF MARYLAND,MLK JR. COMMITTEE OF MARYLAND
SWINGS COFFEE,SWINGS COFFEE
KAPNOS TAVERN,KAPNOS TAVERN
EMILIE'S RESTAURANT,EMILIE'S RESTAURANT
BRANCH AND VINE,BRANCH AND VINE
PRINCESS ANNE COUNTRY CLUB,PRINCESS ANNE COUNTRY CLUB
E. RAY COX SR. CONVOCATION CENTER,E. RAY COX SR. CONVOCATION CENTER
RICHMOND CRUSADE FOR VOTERS,RICHMOND CRUSADE FOR VOTERS
CATERING BY CATHERINE,CATERING BY CATHERINE
MUDHOUSE COFFEE ROASTERS,MUDHOUSE COFFEE ROASTERS
JT'S BAR & GRILL,JT'S BAR & GRILL
ESCAPE ROOM,ESCAPE ROOM
URBAN HANG SUITE,URBAN HANG SUITE
DENIM AND PEARLS,DENIM AND PEARLS
THOMPSON,THOMPSON
KENNEDY CENTER ROOF TERRACE RESTAURANT,KENNEDY CENTER ROOF TERRACE RESTAURANT
MARRIOT WASHINGTON,MARRIOT WASHINGTON
NATIONAL ALLIANCE FOR PUBLIC CHARTER SCHOOLS,NATIONAL ALLIANCE FOR PUBLIC CHARTER SCHOOLS
CORCORAN CATERS INC,CORCORAN CATERS INC
NATURAL PRODUCTS ASSOCIATION POLITICAL ACTION COMMITTEE,NATURAL PRODUCTS ASSOCIATION POLITICAL ACTION COMMITTEE
DIRKSEN NORTH SERVERY,DIRKSEN NORTH SERVERY
ALL-PURPOSE RESTAURANT,ALL-PURPOSE RESTAURANT
BOZZELLIS,BOZZELLIS
RETROBOTTEGA,RETROBOTTEGA
PIZZAROO,PIZZAROO
MICHAEL'S STEAK AND SEAFOOD,MICHAEL'S STEAK AND SEAFOOD
HERMANOS COCINA MEXICANA,HERMANOS COCINA MEXICANA
CAPITOL HILL GRILLE,CAPITOL HILL GRILLE
EGENCIA,EGENCIA
NRA MEMBERSHIP,NRA MEMBERSHIP
IDA BS TABLE,IDA BS TABLE
ZELLAS PIZZERIA,ZELLAS PIZZERIA
UPPERKASE LLC,UPPERKASE LLC
EDGE IMPACT STRATEGIES,EDGE IMPACT STRATEGIES
COLONIAL PARKING INC.,COLONIAL PARKING INC.
"HANSEN, LLC","HANSEN, LLC"
BALTIMORE COFFEE & TEA CO,BALTIMORE COFFEE & TEA CO
THE HAPPY GRAPE,THE HAPPY GRAPE
SERVICE PHOTO,SERVICE PHOTO
NIKKRICH PHOTOGRAPHY,NIKKRICH PHOTOGRAPHY
CHARMCINE,CHARMCINE
THE MONOCLE RESTAURANT-CAPITOL HILL,THE MONOCLE RESTAURANT-CAPITOL HILL
HAMPTON/HILTON INNS,HAMPTON/HILTON INNS
JAMBA UNION STATION - DC,JAMBA UNION STATION - DC
FIG AND OLIVE,FIG AND OLIVE
GENERAL DYNAMICS CORPORATION,GENERAL DYNAMICS CORPORATION
OZIO RESTAURANT & LOUNGE,OZIO RESTAURANT & LOUNGE
WHOS COOKING VT,WHOS COOKING VT
ELLA WITT,ELLA WITT
LA JAMBE,LA JAMBE
JOES STONE & CRAB,JOES STONE & CRAB
CARL RAY MAEKUP,CARL RAY MAEKUP
NOMAD SOUND SYSTEMS,NOMAD SOUND SYSTEMS
FUNFLICKS OF CENTRAL VA,FUNFLICKS OF CENTRAL VA
PRINCE WILLIAM COUNTY FAI,PRINCE WILLIAM COUNTY FAI
THE STATE ROOM,THE STATE ROOM
NSSGA,NSSGA
LN & CO.,LN & CO.
PARTIES THAT POP,PARTIES THAT POP
DC SWEET POTATO,DC SWEET POTATO
WASABI,WASABI
JOSELITA CASA DE COMIDAS,JOSELITA CASA DE COMIDAS
BLACK GIRLS VOTE,BLACK GIRLS VOTE
THE ALPHA FOUNDATION OF HOWARD COUNTY,THE ALPHA FOUNDATION OF HOWARD COUNTY
THE BYGONE,THE BYGONE
ISLAND QUIZINE II,ISLAND QUIZINE II
LANGSTON HUGHES COMMUNITY BUSINESS AND RESOURCE CENTER,LANGSTON HUGHES COMMUNITY BUSINESS AND RESOURCE CENTER
TUNNICLIFF''S TAVERN,TUNNICLIFF''S TAVERN
TLF HOUSE OF FLOWERS,TLF HOUSE OF FLOWERS
FAITH AND POLITICS INSTI,FAITH AND POLITICS INSTI
THE BOARDWALK DC,THE BOARDWALK DC
THE ABBEY BURGER BISTRO,THE ABBEY BURGER BISTRO
AMF PARK LANES,AMF PARK LANES
ETHEL & RAMONE'S,ETHEL & RAMONE'S
ZAATAR,ZAATAR
"FARMERS, FISHERS AND BAKERS","FARMERS, FISHERS AND BAKERS"
TACO FIESTA,TACO FIESTA
G&M CRAB CAKES,G&M CRAB CAKES
"KEYS EMPOWERS, INC","KEYS EMPOWERS, INC"
"DISTRICT TRIVIA, LLC","DISTRICT TRIVIA, LLC"
CAKES BY CHRIS FURIN,CAKES BY CHRIS FURIN
BOOMBOX,BOOMBOX
HANSON PRODUCTIONS LLC,HANSON PRODUCTIONS LLC
CHICK & RUTH'S DELLY,CHICK & RUTH'S DELLY
TAVERNA CRETEKOU,TAVERNA CRETEKOU
IMPACT COLLECTIVE,IMPACT COLLECTIVE
CLARITY & CO.,CLARITY & CO.
AMERICAN LEGION POST #354,AMERICAN LEGION POST #354
BIRKDALE GOLF CLUB,BIRKDALE GOLF CLUB
DIGITAL VIDEO GROUP,DIGITAL VIDEO GROUP
PEEBLES GOLF CARS,PEEBLES GOLF CARS
FINITE MATTERS LTD,FINITE MATTERS LTD
TOPSIDE TENT AND PARTY RENTALS,TOPSIDE TENT AND PARTY RENTALS
TWO KINDS CONCESSIONS,TWO KINDS CONCESSIONS
UNIONVILLE BREWING CO,UNIONVILLE BREWING CO
MINA CATERER INC,MINA CATERER INC
"CUSTOM INK, LLC","CUSTOM INK, LLC"
PERUVIAN BROTHERS CATERING,PERUVIAN BROTHERS CATERING
ROCKINGHAM COUNTY RUPUBLICAN PARTY,ROCKINGHAM COUNTY RUPUBLICAN PARTY
JOSHUA WILTON HOUSE,JOSHUA WILTON HOUSE
SEVENTH CONGRESSIONAL DISTRICT REPUBLICAN COMMITTEE,SEVENTH CONGRESSIONAL DISTRICT REPUBLICAN COMMITTEE
TOPSIDE TENT AND PARTY RENTAL,TOPSIDE TENT AND PARTY RENTAL
T-MOBILE PAC USA INC. POLITICAL ACTION COMMITTEE (T-PAC),T-MOBILE PAC USA INC. POLITICAL ACTION COMMITTEE (T-PAC)
FIRST LADIES LUNCHEON,FIRST LADIES LUNCHEON
DEL FRISCO''S GRILLE,DEL FRISCO''S GRILLE
NATIONAL MUSEUM OF AFRICAN AMERICAN HISTORY & CULTURE,NATIONAL MUSEUM OF AFRICAN AMERICAN HISTORY & CULTURE
LUSTRE FORMALWEAR,LUSTRE FORMALWEAR
SJS&W CONVENTION CENTER,SJS&W CONVENTION CENTER
VIRGINIA DEMOCATIC PARTY,VIRGINIA DEMOCATIC PARTY
"MARILYN WHIRLWIND TOURING, INC","MARILYN WHIRLWIND TOURING, INC"
BEN'S CHILLI BOWL,BEN'S CHILLI BOWL
HILTON HOTELS INC.,HILTON HOTELS INC.
AL FRESCO CATERERS INC,AL FRESCO CATERERS INC
BLACKWATER BBQ,BLACKWATER BBQ
WHOLE FOODS - STORE #10565,WHOLE FOODS - STORE #10565
PIZZA WALAY,PIZZA WALAY
"T-MOBILE USA, INC POLITICAL ACTION COMMITTEE (T-PAC)","T-MOBILE USA, INC POLITICAL ACTION COMMITTEE (T-PAC)"
PG&E CORPORATION EMPLOYEES ENERGY PAC,PG&E CORPORATION EMPLOYEES ENERGY PAC
HILLTOPPER RESTAURANT,HILLTOPPER RESTAURANT
MARKET SALAMANDER,MARKET SALAMANDER
CHAMBER OF DIGITAL COMMERCE PAC,CHAMBER OF DIGITAL COMMERCE PAC
QDOBA - D C,QDOBA - D C
HILL COUNTRY DC,HILL COUNTRY DC
THE CONGRESSIONAL CLUB MUSEUM AND FOUNDATION,THE CONGRESSIONAL CLUB MUSEUM AND FOUNDATION
UNIQUELY DC LIVE STREAM STUDIO,UNIQUELY DC LIVE STREAM STUDIO
CIRCLE K WYTHEVILLE,CIRCLE K WYTHEVILLE
NATIONAL HOTELS ASSOCIATION,NATIONAL HOTELS ASSOCIATION
GT FARM TEAM III,GT FARM TEAM III
DONATE TO DEMS,DONATE TO DEMS
THE HOWARD UNIVERSITY,THE HOWARD UNIVERSITY
CKE KARMA MODERN IND,CKE KARMA MODERN IND
COURTYARD BY MARRIOTT - ALEXANDRIA,COURTYARD BY MARRIOTT - ALEXANDRIA
HOLIDAY INN CENTRAL,HOLIDAY INN CENTRAL
CITIZEN,CITIZEN
REGAN NATIONAL AIRPORT TAXI,REGAN NATIONAL AIRPORT TAXI
THE ADMIRAL,THE ADMIRAL
BANGKOK THAI DINING,BANGKOK THAI DINING
BEACON HOTEL DC,BEACON HOTEL DC
IN NATIONAL INDIAN GAMING,IN NATIONAL INDIAN GAMING
HILTON BALITMORE,HILTON BALITMORE
TROPICAL TASTE,TROPICAL TASTE
NERO,NERO
JUDY RESTAURANT,JUDY RESTAURANT
FILOMEMA RISTORANTE,FILOMEMA RISTORANTE
EBBAA TARFASA,EBBAA TARFASA
KARMA MODERN,KARMA MODERN
TST KRAKEN AXES,TST KRAKEN AXES
PARTY RENTAL LTD,PARTY RENTAL LTD
KARMA HEALTHY FOODS LLC KARMA MODERN INDIAN,KARMA HEALTHY FOODS LLC KARMA MODERN INDIAN
"PALM MANAGEMENT GROUP, INC","PALM MANAGEMENT GROUP, INC"
MEOKJA MEOKJA,MEOKJA MEOKJA
PORTSMOUTH HOSPITALITY LLC,PORTSMOUTH HOSPITALITY LLC
SERVE RESTAURANT,SERVE RESTAURANT
CAVALIER,CAVALIER
WESTIN VIRGINIA BEACH TOWN CENTER,WESTIN VIRGINIA BEACH TOWN CENTER
THOMPSON WASHINGTON DC S,THOMPSON WASHINGTON DC S
AMERICAN COUNCIL OF LIFE INSUR,AMERICAN COUNCIL OF LIFE INSUR
IN GET PLATED,IN GET PLATED
SQ DISTRICT TRIVIA LLC,SQ DISTRICT TRIVIA LLC
TARGET - LYNCHBURG,TARGET - LYNCHBURG
CHARLEY'S RESTAURANT - LYNCHBURG,CHARLEY'S RESTAURANT - LYNCHBURG
CHILI'S - LYNCHBURG,CHILI'S - LYNCHBURG
IRON AND ALE,IRON AND ALE
"ELECOM, INC.","ELECOM, INC."
THE YELLOW SUB,THE YELLOW SUB
BUSINESS-INDUSTRY POLITICAL ACTION COMMITTEE,BUSINESS-INDUSTRY POLITICAL ACTION COMMITTEE
GLOW EVENTS,GLOW EVENTS
PASTRYBASE LLC,PASTRYBASE LLC
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS
ELITE AUDIO,ELITE AUDIO
WYTHEVILLE COMMUNITY CENTER,WYTHEVILLE COMMUNITY CENTER
ROBINSON THEATER COMMUNITY ARTS CENTER,ROBINSON THEATER COMMUNITY ARTS CENTER
"J&F PRODUCTIONS, INC.","J&F PRODUCTIONS, INC."
QUIZBREAKER,QUIZBREAKER
GODDESS PROVISIONS,GODDESS PROVISIONS
DNC SERVICES CORPORATION/DEMOCRATIC NATIONAL COMMI,DNC SERVICES CORPORATION/DEMOCRATIC NATIONAL COMMI
KURA REVOLVING SUSHI BAR,KURA REVOLVING SUSHI BAR
WALTER'S SPORTS BAR,WALTER'S SPORTS BAR
ABE'S TRANSPORTATION,ABE'S TRANSPORTATION
SERENATA & ZUMO,SERENATA & ZUMO
"JIRANI COFFEEHOUSE, INC.","JIRANI COFFEEHOUSE, INC."
PEOPLE FIRST PAC,PEOPLE FIRST PAC
SECOND CALVARY BAPTIST CHURCH,SECOND CALVARY BAPTIST CHURCH
GET EMPOWERED CDC,GET EMPOWERED CDC
NATIONAL ASSOCIATION OF LETTER CARRIERS,NATIONAL ASSOCIATION OF LETTER CARRIERS
FREDERICKSBURG PARKS AND RECREATION,FREDERICKSBURG PARKS AND RECREATION
FOOD LION - RICHMOND,FOOD LION - RICHMOND
OLIVE GARDEN - RICHMOND,OLIVE GARDEN - RICHMOND
AMY'S RIVERSIDE CAFE,AMY'S RIVERSIDE CAFE
EXXON MOBILE - FREDERICKSBURG,EXXON MOBILE - FREDERICKSBURG
ERNIE' RESTAURANT,ERNIE' RESTAURANT
K23 CATERING,K23 CATERING
WEGMANS - ALEXANDRIA,WEGMANS - ALEXANDRIA
KROGER - MIDLOTHIAN,KROGER - MIDLOTHIAN
MAIN STREET CAFE,MAIN STREET CAFE
COURTYARD BY MARRIOTT - CHESTERFIELD,COURTYARD BY MARRIOTT - CHESTERFIELD
FREDERICKSBURG CUPCAKE,FREDERICKSBURG CUPCAKE
HILTON - SHORT PUMP,HILTON - SHORT PUMP
COSTCO - ALEXANDRIA,COSTCO - ALEXANDRIA
MEZCALERO COCINA - ALEXANDRIA,MEZCALERO COCINA - ALEXANDRIA
MAKESHIFT CONSULTING,MAKESHIFT CONSULTING
"DOORDASH*JOES NEW YORK - SAN FRANCISCO, CA","DOORDASH*JOES NEW YORK - SAN FRANCISCO, CA"
"THE SUGAR EXPERIENCE, LLC.","THE SUGAR EXPERIENCE, LLC."
BOBBY VANS GRILL DC,BOBBY VANS GRILL DC
CLARION INN FREDERICK EVENT CENTER,CLARION INN FREDERICK EVENT CENTER
JIMMYS SEAFOOD,JIMMYS SEAFOOD
DISTRICT BRIDAL COMPANY,DISTRICT BRIDAL COMPANY
ELITE AUDIO VISUAL ELEMENTS,ELITE AUDIO VISUAL ELEMENTS
NATIONAL PUBLIC AFFAIRS,NATIONAL PUBLIC AFFAIRS
SUGAR COLLABORATONS CATERING,SUGAR COLLABORATONS CATERING
WHOLE FOODS INC.,WHOLE FOODS INC.
MEADOWS FARMS,MEADOWS FARMS
LISTEN STRATEGIES LLC,LISTEN STRATEGIES LLC
ALAMO FLAG,ALAMO FLAG
JB LIQUORS,JB LIQUORS
INPRODUCTION,INPRODUCTION
BRINE,BRINE
PEACOCK CAFE,PEACOCK CAFE
ANGELS SHARE,ANGELS SHARE
B&K RENTALS AND SALES CO. INC,B&K RENTALS AND SALES CO. INC
NORTH ITALIA,NORTH ITALIA
RARE STEAKHOUSE AND TAVERN,RARE STEAKHOUSE AND TAVERN
THUNDER BURGER & BAR,THUNDER BURGER & BAR
ORG,ORG
POLLARD'S CHICKEN,POLLARD'S CHICKEN
SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION)
ITALIAN KITCHEN,ITALIAN KITCHEN
DISTRICT PRALINES,DISTRICT PRALINES
BASHES,BASHES
DULLES INTERNATIONAL AIRPORT,DULLES INTERNATIONAL AIRPORT
DISTRICT CAMERA,DISTRICT CAMERA
JACK BROWNS BEER & BURGER JOINT,JACK BROWNS BEER & BURGER JOINT
PARTY DEPOT BAILEYS INC,PARTY DEPOT BAILEYS INC
CAVA MEZZE GRILL LLC,CAVA MEZZE GRILL LLC
DC CAMERA,DC CAMERA
ICE LAB ICE SCULPTURES,ICE LAB ICE SCULPTURES
NEWK'S EATERY,NEWK'S EATERY
BALTIMORE/WASHINGTON INTERNATIONAL AIRPORT,BALTIMORE/WASHINGTON INTERNATIONAL AIRPORT
BUS BOYS AND POETS,BUS BOYS AND POETS
HYATT PLACE WASHINGTON DC,HYATT PLACE WASHINGTON DC
"ADVANCED  NETWORK STRATEGIES , LLC","ADVANCED  NETWORK STRATEGIES , LLC"
JAGS MARKET DELI,JAGS MARKET DELI
ATRIUM CAFE DC,ATRIUM CAFE DC
UMI SAKE,UMI SAKE
COMMUNITY OUTREACH GROUP LLC,COMMUNITY OUTREACH GROUP LLC
"FUTURE VIEW PRODUCTIONS, LLC","FUTURE VIEW PRODUCTIONS, LLC"
ROTI UNION STATION,ROTI UNION STATION
INDIVISIBLE PROJECT INC.,INDIVISIBLE PROJECT INC.
JENNIFER TYE,JENNIFER TYE
"INTERNATIONAL ORGANIZATION OF MASTERS, MATES & PILOTS","INTERNATIONAL ORGANIZATION OF MASTERS, MATES & PILOTS"
FELLOWSHIP FOUNDATION INC,FELLOWSHIP FOUNDATION INC
THE CAPITAL GRILLE (DC),THE CAPITAL GRILLE (DC)
GRADY'S,GRADY'S
MAMA J'S RESTAURANT,MAMA J'S RESTAURANT
APLUS,APLUS
JOLT 'N BOLT COFFEE & TEA HOUSE,JOLT 'N BOLT COFFEE & TEA HOUSE
BANDIT TACO,BANDIT TACO
SERVICE BAR,SERVICE BAR
IRON HORSE TAP ROOM,IRON HORSE TAP ROOM
MAMA AYESHA'S,MAMA AYESHA'S
WHITLOW'S ON WILSON,WHITLOW'S ON WILSON
ALEXANDRIA COMMISSION FOR WOMEN SALUTE GALA,ALEXANDRIA COMMISSION FOR WOMEN SALUTE GALA
BREWSTER JORY ASSOCIATES,BREWSTER JORY ASSOCIATES
ANDE CHARLES SLIDER BISTRO,ANDE CHARLES SLIDER BISTRO
LOST BOY CIDER,LOST BOY CIDER
AMERICAN SOCIETY OF ANESTHESIOLOGISTS POLITICAL AC,AMERICAN SOCIETY OF ANESTHESIOLOGISTS POLITICAL AC
MAISON CULINAIRE,MAISON CULINAIRE
GREAT AMERICAN RANCH RESTAURANT,GREAT AMERICAN RANCH RESTAURANT
BAR SOLITA,BAR SOLITA
RIGHT PROPER BREW PUB,RIGHT PROPER BREW PUB
"MORTON'S, THE STEAKHOUSE","MORTON'S, THE STEAKHOUSE"
THE LUCIAN COMPANY,THE LUCIAN COMPANY
RTS RESTAURANTS,RTS RESTAURANTS
CAMP DAVID GIFT SHOP,CAMP DAVID GIFT SHOP
GENERAL DYNAMICS PAC,GENERAL DYNAMICS PAC
SENATE DINING - DIRKSEN SOUTH,SENATE DINING - DIRKSEN SOUTH
TEXAS JACKS RESTAURANT,TEXAS JACKS RESTAURANT
THE SMITH- PENN QUATER,THE SMITH- PENN QUATER
EATON DC,EATON DC
RASKY PARTNERS INC,RASKY PARTNERS INC
ANJU DC,ANJU DC
PEPE'S MEXICAN FOOD,PEPE'S MEXICAN FOOD
TRUSTY'S,TRUSTY'S
BOEING LONG BRIDGE CAFE,BOEING LONG BRIDGE CAFE
THE IMPERIAL,THE IMPERIAL
EXILES,EXILES
ATRIUM LIQUOR,ATRIUM LIQUOR
ANGELS SHARE WINES & LIQUORS,ANGELS SHARE WINES & LIQUORS
TONY& JOE'S SEAFOOD,TONY& JOE'S SEAFOOD
GIFFORDS,GIFFORDS
CRIMSON & CLOVE,CRIMSON & CLOVE
FAIDLEY'S SEAFOOD,FAIDLEY'S SEAFOOD
KELLY'S GINGERNUT PUB,KELLY'S GINGERNUT PUB
ANCHOR ALLIE'S,ANCHOR ALLIE'S
WARRIORS TAPHOUSE,WARRIORS TAPHOUSE
ELITE AUDIO + VISUAL ELEMENTS INC.,ELITE AUDIO + VISUAL ELEMENTS INC.
JOE AND MIMMA'S,JOE AND MIMMA'S
TWO GUYS SERVICES,TWO GUYS SERVICES
LEADERS ONLY UNITE POLITICAL ACTION COMMITTEE (AKA LOU PAC),LEADERS ONLY UNITE POLITICAL ACTION COMMITTEE (AKA LOU PAC)
SKIPTHEDISHES,SKIPTHEDISHES
BRADY PAC,BRADY PAC
US CAPITOL VISITOR SERVICES,US CAPITOL VISITOR SERVICES
THE IMAGE CONCIERGE LLC,THE IMAGE CONCIERGE LLC
FREEDOM ALLIANCE,FREEDOM ALLIANCE
SHAMROCK ADVISORS LLC,SHAMROCK ADVISORS LLC
SIXTEEN THIRTY FUND,SIXTEEN THIRTY FUND
SC ROYSTER LLC,SC ROYSTER LLC
SAN LORENZO RESTAURANT,SAN LORENZO RESTAURANT
RUDY'S,RUDY'S
WILDFIRE CONTACT,WILDFIRE CONTACT
TNR CAFE,TNR CAFE
SMOKECRAFT MODERN BBQ,SMOKECRAFT MODERN BBQ
MOBY DICK II GEORGETOWN INC,MOBY DICK II GEORGETOWN INC
CAFE RIO MEXICAN GRIL,CAFE RIO MEXICAN GRIL
VALERIE EN,VALERIE EN
DAVID'S TEA,DAVID'S TEA
FILOMENA RISTORANTE DC,FILOMENA RISTORANTE DC
"MILLER AUDIO PRODUCTIONS, LLC","MILLER AUDIO PRODUCTIONS, LLC"
MOM'S KITCHEN & SCANDALS,MOM'S KITCHEN & SCANDALS
HYATT REGENCY FAIRFAX,HYATT REGENCY FAIRFAX
THE GROVE AT PARKSIDE,THE GROVE AT PARKSIDE
DCA FORBES SHOP,DCA FORBES SHOP
SOUTH CHINA RESTAURANT,SOUTH CHINA RESTAURANT
GAUPO'S MEXICAN RESTAURANT,GAUPO'S MEXICAN RESTAURANT
FLIK HOSPITALITY AT LEIDOS,FLIK HOSPITALITY AT LEIDOS
LADY BUG CAFE,LADY BUG CAFE
HILTON - ALEXANDRIA,HILTON - ALEXANDRIA
WAWA - CHESAPEAKE,WAWA - CHESAPEAKE
BJS - VIRGINIA BEACH,BJS - VIRGINIA BEACH
SUBURBAN VIRGINIA REPUBLICAN COALITION (SUV GOP),SUBURBAN VIRGINIA REPUBLICAN COALITION (SUV GOP)
